artist,birth_date,birth_place,death_date,artist_age,title,winning_bid,low_est,high_est,auction_date,category,style,size,medium,area_or_vol,auction_dt_age
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,8637.0,5815.0,6980.0,2010-12-01,painting,figurative, 12 x 12 in, watercolour on paper ,144.0,70.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,7004.0,6980.0,9305.0,2010-12-01,drawing,figurative, 15.5 x 13 in, charcoal and pencil on handmade paper pasted on board ,201.5,70.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,8855.0,4445.0,5560.0,2010-09-01,painting,figurative, 9.5 x 13.5 in, mixed media on paper ,128.25,70.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,16871.0,12225.0,14445.0,2010-09-01,painting,figurative, 20 x 13 in, acrylic on board ,260.0,70.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,18049.0,3890.0,5000.0,2010-06-01,painting,figurative, 19 x 30.5 in, mixed media on paper pasted on board ,579.5,70.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,7556.0,2225.0,3335.0,2010-03-01,painting,figurative, 10 x 7 in, mixed media on paper ,70.0,70.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,2501.0,600.0,800.0,2010-03-01,painting,figurative, 8.5 x 13 in, watercolour and ink on paper ,110.5,70.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,6525.0,8700.0,2009-12-01,sculpture,figurative, 12 x 26 in, bronze ,312.0,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,15000.0,18000.0,2009-12-01,painting,figurative, 28.5 x 20.5 in, mixed media on handmade paper ,584.25,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,9591.0,3265.0,4350.0,2009-12-01,painting,figurative, 8.5 x 11.5 in, gouache on paper ,97.75,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,20125.0,14000.0,18000.0,2009-09-01,painting,figurative, 19.5 x 28.5 in, mixed media on paper ,555.75,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,4600.0,5000.0,7000.0,2009-09-01,painting,figurative, 16.5 x 26 in, pastel on paper ,429.0,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,4000.0,5000.0,2009-09-01,painting,figurative, 9 x 12 in, gouache on paper ,108.0,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,7705.0,5320.0,7450.0,2009-06-01,painting,figurative, 8.5 x 11.5 in, gouache on paper ,97.75,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,8515.0,10640.0,2009-06-01,painting,figurative, 10.5 x 19 in, acrylic on paper ,199.5,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,a) and b) Untitled,,8000.0,10000.0,2009-03-01,painting,figurative, 11 x 9 in, watercolour and ink on paper ,99.0,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,2760.0,3000.0,5000.0,2009-03-01,painting,figurative, 6.5 x 10.5 in, colour pencil on paper ,68.25,69.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,9775.0,6250.0,8335.0,2008-12-01,painting,figurative, 10 x 13.5 in, mixed media on paper ,135.0,68.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,17250.0,15000.0,17500.0,2008-06-01,painting,figurative, 21.5 x 29.5 in, oil on paper ,634.25,68.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,19263.0,10000.0,12500.0,2008-06-01,painting,figurative, 10.5 x 14 in, watercolour and pencil on board ,147.0,68.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,14203.0,12000.0,15000.0,2008-06-01,painting,figurative, 17.5 x 19.5 in, graphite and charcoal on paper ,341.25,68.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,19838.0,10000.0,15000.0,2007-12-01,painting,figurative, 13 x 19.5 in, watercolour and pencil on paper ,253.5,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,8108.0,6000.0,7000.0,2007-12-01,painting,figurative, 9 x 12 in, gouache on paper ,108.0,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,15560.0,13160.0,15790.0,2007-12-01,sculpture,figurative, 15.5 x 21 in, bronze ,325.5,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,13160.0,15790.0,2007-12-01,sculpture,figurative, 12 x 8.5 in, bronze ,102.0,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,18400.0,15000.0,20000.0,2007-06-01,painting,figurative, 16 x 16 in, colour pencil on paper ,256.0,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,6958.0,6000.0,7000.0,2007-06-01,painting,figurative, 10.25 x 13.75 in, ink on board ,140.9375,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,28750.0,15000.0,20000.0,2007-06-01,painting,figurative, 20.5 x 14.5 in, colour pencil on rice paper ,297.25,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,12363.0,2500.0,3500.0,2007-06-01,painting,figurative, 7.25 x 10.25 in, watercolour on paper ,74.3125,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,7705.0,4000.0,5000.0,2007-06-01,painting,landscape, 8.5 x 10.75 in, ink on paper ,91.375,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,13750.0,16250.0,2007-06-01,sculpture,figurative, 33 x 19 in, bronze on board ,627.0,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,5923.0,2000.0,3000.0,2007-06-01,painting,figurative, 13 x 8.75 in, mixed media on paper ,113.75,67.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Villagers,71808.0,6000.0,7000.0,2006-12-01,painting,figurative, 26 x 20.5 in, colour pencil on paper ,533.0,66.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,6116.0,2095.0,2795.0,2006-12-01,painting,figurative, 9.5 x 6.5 in, ink on paper ,61.75,66.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,16115.0,10470.0,12800.0,2006-12-01,sculpture,figurative, 12 x 26 in, bronze ,312.0,66.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,13915.0,5820.0,6980.0,2006-05-01,painting,figurative, 8 x 8 in, gouache on paper ,64.0,66.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,16555.0,11650.0,16300.0,2006-05-01,sculpture,figurative, 24 x 16 in, bronze ,384.0,66.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,a) Untitled b) Self Portrait,23170.0,5820.0,6980.0,2006-05-01,painting,figurative, 9.5 x 9.5 in, mixed media on paper ,90.25,66.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,6215.0,5820.0,6980.0,2006-05-01,drawing,figurative, 9 x 14.5 in, pen and ink on paper ,130.5,66.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,7810.0,1820.0,2045.0,2005-12-01,painting,figurative, 11.5 x 9 in, mixed media on paper ,103.5,65.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,untitled,7920.0,4545.0,5685.0,2005-12-01,sculpture,figurative, 10.5 x 0 x 3 in, bronze ,0.0,65.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,7150.0,2910.0,4070.0,2005-05-01,painting,figurative, 15 x 22 in, watercolour and pencil on paper ,330.0,65.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,13453.0,8730.0,9890.0,2005-05-01,painting,figurative, 22 x 30 in, mixed media on paper ,660.0,65.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,3135.0,1630.0,1860.0,2005-05-01,painting,figurative, 13 x 10.5 in, gouache and pastel on paper ,136.5,65.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,2844.0,1200.0,1400.0,2005-05-01,painting,figurative, 10.5 x 8 in, colour pencil on paper ,84.0,65.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,6325.0,2910.0,4070.0,2005-05-01,painting,figurative, 7.5 x 10.5 in, watercolour on paper ,78.75,65.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,6551.0,1450.0,1670.0,2004-12-01,painting,figurative, 11 x 15 in, watercolour on paper ,165.0,64.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled II,1935.0,2000.0,3000.0,2004-12-01,drawing,figurative, 21.5 x 17 in, pen and ink on paper ,365.5,64.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled I,3386.0,3500.0,4500.0,2004-12-01,drawing,figurative, 29.5 x 20.5 in, pen and ink on paper ,604.75,64.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,3386.0,2100.0,2800.0,2004-05-01,painting,figurative, 15 x 9.5 in, gouache on paper ,142.5,64.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,1700.0,1900.0,2004-05-01,painting,figurative, 15 x 11 in, pencil on paper ,165.0,64.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,800.0,1200.0,2003-12-01,painting,figurative, 7.75 x 14 in, gouache on paper board ,108.5,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Villagers,,3500.0,4500.0,2003-12-01,painting,figurative, 27 x 21 in, mixed media on paper ,567.0,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,1260.0,1200.0,1400.0,2003-12-01,drawing,landscape, 9 x 11 in, ink on paper ,99.0,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,866.0,1200.0,1400.0,2003-12-01,drawing,figurative, 9 x 11 in, ink on paper ,99.0,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,5513.0,5000.0,6120.0,2003-12-01,painting,figurative, 22 x 30 in, gouache on paper ,660.0,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,1365.0,1200.0,1400.0,2003-12-01,painting,figurative, 14.5 x 11 in, gouache on paper ,159.5,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,675.0,775.0,2003-05-01,painting,figurative, 5 x 11 in, watercolour on paper ,55.0,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,1600.0,1850.0,2003-05-01,drawing,figurative, 10 x 19.5 in, pencil on paper ,195.0,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,2700.0,3750.0,2003-05-01,painting,figurative, 29 x 19.5 in, mixed media on paper ,565.5,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,2600.0,3450.0,2003-05-01,drawing,figurative, 6 x 7.5 in, pen and ink on paper ,45.0,63.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,2500.0,3500.0,2002-12-01,painting,figurative, 10 x 14 in, colour pencil on paper ,140.0,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,1000.0,1200.0,2002-12-01,painting,figurative, 13.5 x 9 in, front :gouache on paper ,121.5,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,1600.0,1800.0,2002-12-01,painting,figurative, 14.5 x 10 in, mixed media on paper ,145.0,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,900.0,1100.0,2002-12-01,painting,figurative, 14 x 10 in, watercolour on paper ,140.0,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Two Women and Seated Woman,,800.0,1200.0,2002-12-01,painting,figurative, 7 x 6.5 in., watercolour on paper ,45.5,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,1500.0,1900.0,2002-12-01,painting,figurative, 10 x 8 in, colour pencil on paper ,80.0,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,1600.0,1800.0,2002-12-01,painting,figurative, 11.5 x 14 in, mixed media on paper ,161.0,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,300.0,300.0,400.0,2002-05-01,painting,figurative, 9.5 x 7 in, ink on paper ,66.5,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,521.0,625.0,850.0,2002-05-01,painting,figurative, 12.5 x 9.5 in, mixed media on paper ,118.75,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,1246.0,1200.0,1350.0,2002-05-01,painting,figurative, 7.3 x 10.8 in, watercolour on paper ,78.84,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,425.0,400.0,525.0,2002-05-01,painting,figurative, 8.25 x 11.75 in, watercolour on paper ,96.9375,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,1771.0,1800.0,2000.0,2002-05-01,painting,figurative, 19 x 30.5 in,mixed media on paper ,579.5,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,1550.0,1700.0,1900.0,2002-05-01,drawing,figurative, 13.5 x 19 in, pencil on paper ,256.5,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,15000.0,16200.0,18200.0,2002-05-01,painting,figurative, 89.5 x 113.5 in, acrylic and pastel on canvas ,10158.25,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,750.0,850.0,2002-05-01,painting,figurative, 13.5 x 19.2 in, etching on paper ,259.2,62.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,2200.0,3200.0,4200.0,2001-12-01,painting,figurative, 20.5 x 14.5 in, colour pencil on rice paper ,297.25,61.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,850.0,1100.0,2001-12-01,painting,figurative, 13 x 12 in, pastel on paper ,156.0,61.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,,6900.0,9000.0,2001-12-01,painting,figurative, 77.5 x 48 in, acrylic on silk ,3720.0,61.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Two women,2050.0,1200.0,1400.0,2001-12-01,painting,figurative, 6.75 x 7.25 in, watercolour on paper ,48.9375,61.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,275.0,300.0,600.0,2000-12-01,painting,figurative, 7 x 5.5 in, gouache on card ,38.5,60.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,300.0,300.0,600.0,2000-12-01,painting,figurative, 6.5 x 7.75 in, gouache on card ,50.375,60.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,400.0,500.0,700.0,2000-12-01,painting,figurative, 10.75 x 11.75 in, gouache on card ,126.3125,60.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,400.0,500.0,700.0,2000-12-01,painting,figurative, 13.5 x 10.75 in, watercolour on paper ,145.125,60.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,Untitled,475.0,500.0,700.0,2000-12-01,painting,figurative, 13 x 7.75 in, pastel on paper ,100.75,60.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2001",745.0,1180.0,1765.0,2019-04-01,,, 6.5 in x 5.5 in, pen on paper ,35.75,79.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2009",2040.0,4000.0,6000.0,2019-04-01,,, 8.5 in x 11.5 in," pencil, colour pencil, pen and watercolour on paper ",97.75,79.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2007",409.0,1475.0,2210.0,2019-04-01,,, 8.25 in x 13.25 in, pencil on paper ,109.3125,79.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED (DOORDARSHAN SERIES),2400.0,2145.0,3575.0,2019-03-12,,, 9.25 in x 9 in, gouache on board ,83.25,79.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2012",3014.0,3625.0,5075.0,2019-01-29,,, 18 in x 14 in, acrylic on canvas ,252.0,79.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2004",3089.0,2900.0,4350.0,2019-01-01,,, 8.5 in x 6.5 in, mixed media on mountboard pasted on mountboard ,55.25,79.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,,3612.0,2145.0,2860.0,2018-12-01,,, 12.25 x 10.5 in, etching on paper ,128.625,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,,1697.0,2145.0,2860.0,2018-12-01,,, 7.75 x 5.5 in, etching on paper ,42.625,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2005",5160.0,5800.0,8700.0,2018-12-04,,, 10 in x 14 in, mixed media on paper pasted on mount board along the edges ,140.0,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2005",1560.0,2820.0,3525.0,2018-11-20,,, 11.5 in x 15.5 in, graphite on paper ,178.25,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,,2645.0,4170.0,5560.0,2018-11-01,,, 13.25 in x 18 in, bronze ,238.5,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,4500.0,2780.0,4170.0,2018-11-01,,, 11.5 in x 15.5 in, acrylic on paper laid on paper ,178.25,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,1414.0,2860.0,4290.0,2018-08-01,,, 11.75 in x 15.75 in, mixed media on board ,185.0625,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2016",2294.0,1840.0,2575.0,2018-07-01,,, 8.75 in x 9.25 in, acrylic on wood ,80.9375,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,,2220.0,4415.0,5885.0,2018-07-01,,, 8.25 x 11.75 in, watercolour and gouache on paper pasted on board ,96.9375,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2003",1213.0,1325.0,1765.0,2018-07-01,,, 7.25 in x 7.5 in, pen on paper ,54.375,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2006",1620.0,2945.0,4415.0,2018-07-01,,, 8 in x 11.25 in," watercolour, pen and pencil on paper ",90.0,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1967",1406.0,1565.0,2345.0,2018-04-01,,, 7.25 in x 10.75 in, pen on paper pasted on mountboard ,77.9375,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1967",2126.0,1565.0,2345.0,2018-04-01,,, 7.25 in x 10.75 in, pen on paper pasted on mountboard ,77.9375,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1977",2340.0,1000.0,2000.0,2018-04-01,,, 9.5 in x 4.5 in, ink and watercolour on paper ,42.75,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1967",2681.0,1565.0,2345.0,2018-04-01,,, 7.25 in x 10.75 in, pen on paper pasted on mountboard ,77.9375,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,,1260.0,3000.0,4000.0,2018-04-01,,, 8.5 x 11 in, ink on paper ,93.5,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,,1440.0,3000.0,4000.0,2018-04-01,,, 8.5 x 11 in, ink on paper ,93.5,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,7365.0,4765.0,7940.0,2018-01-01,,, 19.75 in x 19.75 in, acrylic on canvas ,390.0625,78.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,,1398.0,3125.0,4690.0,2017-10-01,,, 11.5 x 8 in, sketch pen on paper  ,92.0,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,2520.0,5000.0,7000.0,2017-10-01,,, 13.5 in x 12 in, bronze ,162.0,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2003",1140.0,1500.0,2000.0,2017-10-01,,, 7 in x 7.5 in, pen on paper ,52.5,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1962",1320.0,1000.0,1500.0,2017-10-01,,, 8.5 in x 8 in, ink on paper pasted on board ,68.0,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2001",600.0,1000.0,1500.0,2017-10-01,,, 5.5 in x 8 in, pen and ink on paper ,44.0,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1994",2561.0,3175.0,4765.0,2017-08-01,,, 12.75 in x 10 in, gouache on paper ,127.5,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,,1440.0,3000.0,4000.0,2017-07-01,,, 7.9 x 16.5 in, etching on paper ,130.35,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,,600.0,2000.0,3000.0,2017-07-01,,, 19.25 x 14.5 in, intaglio on paper ,279.125,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2003",2871.0,4480.0,5975.0,2017-01-01,,, 14.5 in x 11 in, pencil on paper ,159.5,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,3056.0,4480.0,5975.0,2017-01-01,,,13 in x 17.75 in, bronze on wood ,230.75,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,1980.0,4480.0,5975.0,2017-01-01,,, 12 in x 16 in, acrylic on paper ,192.0,77.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,1585.0,4550.0,6065.0,2016-11-01,,, 9 in x 11.75 in, acrylic on paper ,105.75,76.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2016",1382.0,1895.0,2655.0,2016-11-01,,, 10.25 in x 8.75 in, acrylic on wood ,89.6875,76.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2005",3960.0,4550.0,6065.0,2016-08-01,,, 27.5 in x 14.75 in, dimensions:  ,405.625,76.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1981",863.0,940.0,1250.0,2015-11-01,,, 6.5 in x 5.5 in, ink on paper ,35.75,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,1800.0,4620.0,7695.0,2015-10-01,,, 11.5 in x 10 in, bronze ,115.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"JHUMA, 2014",1680.0,3080.0,4620.0,2015-10-01,,, 15.5 in x 18 in, ink on canvas ,279.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2012",2760.0,3850.0,5385.0,2015-10-01,,, 7 in x 14.5 in, acrylic on canvas ,101.5,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,1440.0,2860.0,3495.0,2015-08-01,,, 8 in x 6.5 in, watercolour on paper ,52.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1977",1980.0,4765.0,6350.0,2015-08-01,,, 6.5 x 8 in, gouache on paper ,52.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,2509.0,4765.0,6350.0,2015-08-01,,, 13 in x 17 in, gouache on mountboard ,221.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1999",1680.0,1115.0,1430.0,2015-08-01,,, 10 x 12.5 in, etching on paper ,125.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1976",1111.0,1590.0,2385.0,2015-08-01,,, 7.5 in x 5.5 in, watercolour on paper ,41.25,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1986",1016.0,1905.0,2860.0,2015-08-01,,, 15 x 19 in, intaglio on paper ,285.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,2368.0,3970.0,5560.0,2015-07-01,,, 11 in x 15 in," acrylic, pen and ink on canvas ",165.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2004",780.0,1905.0,2860.0,2015-07-01,,, 19.5 x 12.5 in, etching on paper ,243.75,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 1965",600.0,1115.0,1430.0,2015-07-01,,, 4 x 7 in, etching on paper ,28.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2012",1260.0,1590.0,3175.0,2015-07-01,,, 9.5 in x 7 in, ink on paper ,66.5,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2005",3412.0,2860.0,3495.0,2015-07-01,,, 10 in x 9 in, watercolour and marker on cardboard ,90.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2009",3614.0,3230.0,4840.0,2015-05-01,,, 11.5 in x 8.5 in," pastel, watercolour, pencil, pen and ink on paper ",97.75,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2012",3480.0,4035.0,5650.0,2015-05-01,,, 10.5 in x 14.5 in, acrylic on canvas ,152.25,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2001",3326.0,3230.0,4840.0,2015-05-01,,, 12 in x 9.5 in, watercolour and pastel on mountboard pasted on mountboard ,114.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, a) 1981 b) 1974",1574.0,1615.0,2420.0,2015-03-01,,, image size: 20 x 12.5 in, etching on paper ,250.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,UNTITLED,2335.0,2460.0,3280.0,2015-01-01,,, 18 in x 14 in, bronze on wood ,252.0,75.0
k laxma goud,1940-01-01,Nizampur Andhra Pradesh,,79.0,"UNTITLED, 2002",508.0,660.0,820.0,2015-01-01,,, 7.5 in x 11 in, pen and ink on paper ,82.5,75.0
